total sulfur dioxide,sulphates,fixed acidity,chlorides,volatile acidity
145.0,0.88,8.9,0.176,0.62
148.0,0.93,8.9,0.17,0.62
103.0,0.75,8.5,0.092,0.28
56.0,1.28,8.1,0.368,0.56
29.0,0.5,7.4,0.086,0.59
56.0,1.08,7.9,0.341,0.32
60.0,0.53,8.9,0.077,0.22
71.0,0.65,7.6,0.082,0.39
37.0,0.91,7.9,0.106,0.43
67.0,0.53,8.5,0.084,0.49
40.0,0.63,6.9,0.085,0.4
23.0,0.56,6.3,0.08,0.39
11.0,0.59,7.6,0.08,0.41
37.0,0.91,7.9,0.106,0.43
35.0,0.55,7.1,0.08,0.71
16.0,0.59,7.8,0.082,0.645
82.0,0.54,6.7,0.089,0.675
37.0,0.57,6.9,0.105,0.685
113.0,0.66,8.3,0.083,0.655
83.0,0.52,6.9,0.073,0.605
50.0,0.55,5.2,0.103,0.32
18.0,0.55,7.8,0.086,0.645
15.0,0.6,7.8,0.086,0.6
30.0,0.73,8.1,0.066,0.38
19.0,0.48,5.7,0.172,1.13
87.0,0.83,7.3,0.074,0.45
87.0,0.83,7.3,0.074,0.45
46.0,0.51,8.8,0.088,0.61
14.0,0.9,7.5,0.332,0.49
23.0,1.2,8.1,0.069,0.66
11.0,0.52,6.8,0.05,0.67
65.0,0.56,4.6,0.054,0.52
114.0,0.73,7.7,0.114,0.935
37.0,0.58,8.7,0.113,0.29
12.0,0.56,6.4,0.066,0.4
96.0,0.58,5.6,0.074,0.31
23.0,0.74,8.8,0.074,0.66
15.0,0.63,6.6,0.069,0.52
14.0,0.64,6.6,0.068,0.5
119.0,0.56,8.6,0.081,0.38
73.0,0.63,7.6,0.11,0.51
45.0,0.53,7.7,0.084,0.62
10.0,0.63,10.2,0.07,0.42
110.0,0.77,7.5,0.111,0.63
54.0,0.59,7.8,0.076,0.59
46.0,0.54,7.3,0.074,0.39
52.0,0.64,8.8,0.079,0.4
112.0,0.71,7.7,0.115,0.69
35.0,0.62,7.5,0.085,0.52
54.0,0.57,7.0,0.081,0.735
11.0,0.39,7.2,0.086,0.725
11.0,0.39,7.2,0.086,0.725
39.0,0.58,7.5,0.079,0.52
15.0,0.58,6.6,0.076,0.705
65.0,0.79,9.3,0.074,0.32
19.0,0.95,8.0,0.074,0.705
27.0,0.54,7.7,0.076,0.63
96.0,0.48,7.7,0.088,0.67
94.0,0.48,7.7,0.084,0.69
43.0,0.53,8.3,0.084,0.675
83.0,0.82,9.7,0.094,0.32
42.0,0.66,8.8,0.093,0.41
42.0,0.66,8.8,0.093,0.41
30.0,0.55,6.8,0.104,0.785
80.0,0.52,6.7,0.086,0.75
119.0,1.12,8.3,0.08,0.625
15.0,0.56,6.2,0.069,0.45
67.0,1.28,7.8,0.464,0.43
73.0,0.57,7.4,0.086,0.5
51.0,1.14,7.3,0.401,0.67
61.0,0.78,6.3,0.069,0.3
40.0,0.59,6.9,0.076,0.55
136.0,1.95,8.6,0.11,0.49
31.0,0.64,7.7,0.062,0.49
125.0,1.22,9.3,0.107,0.39
24.0,0.53,7.0,0.076,0.62
140.0,0.54,7.9,0.079,0.52
136.0,1.95,8.6,0.11,0.49
133.0,1.98,8.6,0.11,0.49
31.0,0.64,7.7,0.062,0.49
85.0,0.48,5.0,0.045,1.02
106.0,0.6,4.7,0.058,0.6
23.0,0.56,6.8,0.102,0.775
22.0,0.63,7.0,0.07,0.5
10.0,0.56,7.6,0.079,0.9
35.0,0.59,8.1,0.08,0.545
50.0,0.61,8.3,0.084,0.61
22.0,0.56,7.8,0.075,0.5
35.0,0.59,8.1,0.08,0.545
65.0,0.51,8.1,0.077,0.575
36.0,0.48,7.2,0.07,0.49
65.0,0.51,8.1,0.077,0.575
69.0,1.31,7.8,0.467,0.41
64.0,0.79,6.2,0.088,0.63
80.0,0.8,8.0,0.091,0.33
153.0,0.69,8.1,0.122,0.785
47.0,0.93,7.8,0.104,0.56
108.0,0.66,8.4,0.084,0.62
111.0,0.66,8.4,0.085,0.6
46.0,0.67,10.1,0.08,0.31
47.0,0.93,7.8,0.104,0.56
62.0,0.63,9.4,0.09,0.4
40.0,0.61,8.3,0.077,0.54
28.0,0.5,7.8,0.082,0.56
56.0,0.6,8.8,0.119,0.55
89.0,0.54,7.0,0.097,0.69
89.0,0.57,7.3,0.178,1.07
56.0,0.6,8.8,0.119,0.55
13.0,0.52,7.3,0.075,0.695
34.0,0.53,8.0,0.08,0.71
102.0,0.48,7.8,0.082,0.5
90.0,0.7,9.0,0.146,0.62
12.0,0.49,8.2,0.081,1.33
12.0,0.48,8.1,0.082,1.33
16.0,0.92,8.0,0.065,0.59
19.0,0.57,6.1,0.072,0.38
134.0,0.66,8.0,0.118,0.745
99.0,0.63,5.6,0.049,0.5
99.0,0.63,5.6,0.049,0.5
26.0,0.58,6.6,0.06,0.5
29.0,0.55,7.9,0.084,1.04
63.0,0.82,8.4,0.09,0.745
52.0,0.77,8.3,0.089,0.715
45.0,0.64,7.2,0.081,0.415
105.0,0.54,7.8,0.081,0.56
108.0,0.54,7.8,0.081,0.56
63.0,0.82,8.4,0.09,0.745
52.0,0.77,8.3,0.089,0.715
63.0,0.79,5.2,0.05,0.34
20.0,0.58,6.3,0.066,0.39
63.0,0.79,5.2,0.05,0.34
141.0,0.62,8.1,0.117,0.67
94.0,0.52,5.8,0.087,0.68
88.0,0.8,7.6,0.236,0.49
30.0,0.58,6.9,0.074,0.49
43.0,0.61,8.2,0.089,0.4
11.0,0.53,7.3,0.077,0.33
69.0,2.0,9.2,0.61,0.52
99.0,0.54,7.5,0.095,0.6
99.0,0.54,7.5,0.095,0.6
129.0,0.72,7.1,0.07,0.43
128.0,0.71,7.1,0.071,0.43
129.0,0.72,7.1,0.07,0.43
128.0,0.71,7.1,0.071,0.43
22.0,0.5,7.1,0.073,0.68
86.0,0.57,6.8,0.079,0.6
20.0,0.56,7.6,0.09,0.95
20.0,1.08,7.6,0.072,0.68
31.0,0.56,7.8,0.076,0.53
121.0,0.49,7.4,0.07,0.6
121.0,0.49,7.3,0.07,0.59
96.0,0.62,7.8,0.1,0.63
101.0,0.52,6.8,0.085,0.64
42.0,0.48,7.3,0.072,0.55
44.0,0.55,6.8,0.089,0.63
63.0,1.59,7.5,0.36,0.705
8.0,0.33,7.9,0.058,0.885
18.0,0.61,8.0,0.073,0.42
18.0,0.61,8.0,0.073,0.42
42.0,0.57,7.4,0.068,0.62
35.0,0.47,7.3,0.08,0.38
49.0,0.78,6.9,0.085,0.5
35.0,0.47,7.3,0.08,0.38
38.0,0.61,7.5,0.087,0.52
20.0,0.56,7.0,0.068,0.805
42.0,0.59,8.8,0.067,0.61
42.0,0.59,8.8,0.067,0.61
110.0,1.02,8.9,0.27,0.61
42.0,0.52,7.2,0.076,0.73
65.0,0.58,6.8,0.077,0.61
62.0,0.58,6.7,0.079,0.62
85.0,0.53,8.9,0.111,0.31
67.0,0.55,7.4,0.082,0.39
26.0,0.49,7.7,0.084,0.705
143.0,0.55,7.9,0.084,0.5
144.0,0.55,7.9,0.082,0.49
127.0,0.62,8.2,0.077,0.5
49.0,0.62,6.4,0.074,0.37
126.0,0.61,6.8,0.099,0.63
28.0,0.55,7.6,0.071,0.55
28.0,0.55,7.6,0.071,0.55
120.0,0.54,7.8,0.074,0.59
55.0,0.59,7.3,0.074,0.58
27.0,0.97,11.5,0.067,0.3
93.0,0.85,5.4,0.046,0.835
31.0,0.43,6.9,0.061,1.09
24.0,0.82,9.6,0.056,0.32
145.0,1.03,8.8,0.097,0.37
49.0,0.79,6.8,0.075,0.5
39.0,0.55,7.0,0.088,0.42
37.0,0.56,7.0,0.089,0.43
28.0,0.77,12.8,0.095,0.3
28.0,0.77,12.8,0.095,0.3
120.0,0.53,7.8,0.069,0.57
95.0,0.67,7.8,0.1,0.44
19.0,0.88,11.0,0.054,0.3
19.0,0.86,9.7,0.039,0.53
62.0,0.56,8.0,0.083,0.725
15.0,0.67,11.6,0.059,0.44
65.0,0.43,8.2,0.06,0.57
41.0,0.71,7.8,0.092,0.735
121.0,0.76,7.0,0.06,0.49
49.0,0.57,8.7,0.101,0.625
41.0,0.55,8.1,0.072,0.725
44.0,0.54,7.5,0.076,0.49
144.0,0.6,7.8,0.08,0.53
58.0,0.59,7.8,0.082,0.34
72.0,0.57,7.4,0.101,0.53
10.0,0.6,6.8,0.057,0.61
28.0,0.6,8.6,0.083,0.645
55.0,0.57,8.4,0.089,0.635
63.0,0.58,7.7,0.073,0.43
81.0,1.61,8.9,0.337,0.59
23.0,0.63,9.0,0.089,0.82
63.0,0.58,7.7,0.073,0.43
37.0,0.5,6.9,0.081,0.52
106.0,0.62,5.2,0.054,0.48
49.0,0.52,8.0,0.078,0.38
58.0,0.7,8.5,0.09,0.37
37.0,0.5,6.9,0.081,0.52
37.0,0.55,8.2,0.065,1.0
38.0,0.58,7.2,0.097,0.63
38.0,0.58,7.2,0.097,0.63
39.0,0.58,7.2,0.097,0.645
38.0,0.58,7.2,0.097,0.63
37.0,0.55,8.2,0.065,1.0
62.0,1.09,8.9,0.263,0.635
24.0,0.71,12.0,0.093,0.38
109.0,0.49,7.7,0.102,0.58
24.0,0.84,15.0,0.075,0.21
24.0,0.84,15.0,0.075,0.21
23.0,0.96,7.3,0.084,0.66
51.0,0.52,7.1,0.075,0.68
73.0,0.45,8.2,0.072,0.6
39.0,0.48,7.7,0.074,0.53
23.0,0.96,7.3,0.084,0.66
37.0,0.78,10.8,0.063,0.32
34.0,0.7,7.1,0.074,0.6
21.0,0.53,11.1,0.09,0.35
86.0,0.59,7.7,0.092,0.775
34.0,0.7,7.1,0.074,0.6
119.0,0.57,8.0,0.073,0.57
13.0,0.62,9.4,0.075,0.34
56.0,0.67,6.6,0.075,0.695
45.0,1.26,7.7,0.611,0.41
33.0,0.8,10.0,0.085,0.31
45.0,0.65,7.9,0.077,0.33
67.0,0.6,7.0,0.087,0.975
35.0,0.57,8.0,0.07,0.52
49.0,0.67,7.9,0.077,0.37
27.0,0.87,12.5,0.064,0.56
10.0,0.72,11.8,0.071,0.26
61.0,0.72,8.1,0.096,0.87
37.0,0.86,7.9,0.078,0.35
27.0,0.91,6.9,0.077,0.54
23.0,0.97,11.5,0.104,0.18
61.0,0.67,7.9,0.087,0.545
23.0,0.97,11.5,0.104,0.18
65.0,0.78,10.9,0.071,0.37
38.0,0.64,8.4,0.076,0.715
94.0,0.77,7.5,0.088,0.65
61.0,0.67,7.9,0.087,0.545
27.0,0.91,6.9,0.077,0.54
23.0,0.97,11.5,0.104,0.18
13.0,0.82,10.3,0.073,0.32
47.0,0.77,8.9,0.087,0.4
19.0,0.82,11.4,0.071,0.26
10.0,1.08,7.7,0.358,0.27
53.0,0.57,7.6,0.067,0.52
47.0,0.77,8.9,0.087,0.4
71.0,0.71,9.9,0.102,0.59
71.0,0.71,9.9,0.102,0.59
49.0,0.76,12.0,0.073,0.45
53.0,0.7,7.5,0.092,0.4
49.0,0.86,8.7,0.091,0.52
98.0,0.95,11.6,0.105,0.42
49.0,0.86,8.7,0.091,0.52
18.0,0.71,11.0,0.343,0.2
48.0,0.64,10.4,0.091,0.55
16.0,0.6,6.9,0.098,0.36
53.0,0.81,13.3,0.094,0.34
27.0,0.64,10.8,0.073,0.5
70.0,0.52,10.6,0.086,0.83
29.0,0.73,7.1,0.083,0.63
31.0,0.8,7.2,0.094,0.65
33.0,0.71,6.9,0.08,0.67
44.0,0.59,7.5,0.086,0.53
15.0,0.64,11.1,0.068,0.18
28.0,0.72,8.3,0.092,0.705
21.0,0.54,7.4,0.186,0.67
90.0,0.52,8.4,0.112,0.65
25.0,0.59,10.3,0.063,0.53
54.0,0.52,7.6,0.082,0.62
14.0,0.62,10.3,0.213,0.41
12.0,0.63,10.3,0.214,0.43
30.0,0.53,7.4,0.062,0.29
25.0,0.59,10.3,0.063,0.53
105.0,0.54,7.9,0.072,0.53
98.0,0.63,9.0,0.093,0.46
135.0,0.53,8.6,0.076,0.47
72.0,0.68,7.4,0.087,0.36
53.0,0.65,7.1,0.096,0.35
92.0,0.65,9.6,0.102,0.56
74.0,0.64,9.6,0.082,0.77
59.0,0.71,9.8,0.083,0.66
74.0,0.64,9.6,0.082,0.77
59.0,0.71,9.8,0.083,0.66
87.0,0.62,9.3,0.09,0.61
18.0,0.63,7.8,0.079,0.62
73.0,0.7,10.3,0.09,0.59
50.0,0.69,10.0,0.071,0.49
50.0,0.69,10.0,0.071,0.49
14.0,0.74,11.6,0.121,0.53
13.0,0.83,10.3,0.107,0.44
21.0,0.67,13.4,0.082,0.27
15.0,0.62,10.7,0.061,0.46
41.0,0.66,10.2,0.122,0.36
41.0,0.66,10.2,0.122,0.36
114.0,0.54,8.0,0.066,0.58
44.0,0.52,8.4,0.105,0.56
38.0,0.74,7.9,0.078,0.65
21.0,0.84,11.9,0.128,0.695
16.0,0.7,8.9,0.052,0.43
58.0,0.64,7.8,0.08,0.43
99.0,1.0,12.4,0.103,0.49
29.0,1.36,12.5,0.082,0.28
21.0,1.18,12.2,0.066,0.34
18.0,0.87,10.6,0.065,0.42
14.0,0.75,10.9,0.118,0.39
14.0,0.75,10.9,0.118,0.39
32.0,0.78,11.9,0.082,0.57
63.0,0.81,7.0,0.067,0.685
34.0,0.89,6.6,0.072,0.815
15.0,0.93,13.8,0.093,0.49
46.0,0.92,9.6,0.089,0.56
28.0,0.86,9.1,0.093,0.785
34.0,0.98,10.7,0.107,0.67
26.0,0.83,9.1,0.096,0.795
19.0,0.73,7.7,0.09,0.665
77.0,0.77,13.5,0.12,0.53
165.0,0.59,6.1,0.066,0.21
32.0,0.61,6.7,0.078,0.75
55.0,0.88,11.5,0.08,0.41
29.0,0.75,10.5,0.116,0.42
23.0,0.85,11.9,0.109,0.43
41.0,0.68,12.6,0.088,0.38
81.0,0.7,8.2,0.099,0.7
50.0,0.91,8.6,0.086,0.45
37.0,0.56,11.9,0.072,0.58
15.0,0.87,12.5,0.071,0.46
42.0,0.73,12.8,0.083,0.615
21.0,0.93,10.0,0.107,0.42
42.0,0.73,12.8,0.083,0.615
24.0,0.69,10.4,0.076,0.575
75.0,0.64,10.3,0.159,0.34
18.0,1.13,9.4,0.074,0.27
63.0,0.78,6.9,0.063,0.765
25.0,0.87,7.9,0.056,0.24
46.0,1.04,9.1,0.067,0.28
72.0,0.63,7.4,0.106,0.55
47.0,0.81,14.0,0.089,0.41
15.0,0.83,11.5,0.124,0.54
47.0,1.11,11.5,0.078,0.45
18.0,1.13,9.4,0.074,0.27
24.0,0.99,11.4,0.088,0.625
60.0,0.7,8.3,0.094,0.42
27.0,0.8,8.3,0.08,0.26
43.0,0.8,13.7,0.085,0.415
27.0,0.8,8.3,0.08,0.26
27.0,0.8,8.3,0.08,0.26
54.0,0.74,7.7,0.087,0.51
37.0,0.76,7.4,0.09,0.63
48.0,0.74,7.8,0.088,0.54
42.0,0.54,8.3,0.079,0.66
53.0,0.74,7.8,0.088,0.46
49.0,0.7,9.6,0.096,0.38
88.0,0.82,5.6,0.045,0.85
43.0,0.8,13.7,0.085,0.415
26.0,0.51,9.5,0.082,0.37
95.0,0.54,8.4,0.112,0.665
25.0,0.57,12.7,0.063,0.6
38.0,0.6,12.0,0.066,0.37
124.0,0.53,6.6,0.122,0.735
49.0,0.65,11.5,0.087,0.59
49.0,0.65,11.5,0.087,0.59
42.0,0.55,8.7,0.064,0.765
124.0,0.53,6.6,0.122,0.735
38.0,0.47,7.7,0.059,0.26
64.0,0.61,12.2,0.085,0.48
41.0,0.63,11.4,0.085,0.6
27.0,0.61,7.7,0.075,0.69
25.0,0.76,8.7,0.059,0.31
28.0,0.65,9.8,0.063,0.44
30.0,0.63,12.0,0.093,0.39
16.0,0.7,10.4,0.174,0.34
49.0,0.57,12.5,0.07,0.46
86.0,0.62,9.0,0.08,0.43
78.0,0.62,9.1,0.08,0.45
77.0,0.64,7.1,0.1,0.735
19.0,0.82,9.9,0.097,0.4
122.0,0.61,8.8,0.087,0.52
134.0,1.07,8.6,0.117,0.725
20.0,0.66,10.6,0.111,0.48
124.0,0.48,7.0,0.091,0.58
20.0,0.76,11.9,0.121,0.38
52.0,0.68,6.8,0.066,0.77
67.0,0.73,9.5,0.089,0.56
48.0,0.56,6.6,0.059,0.84
60.0,0.44,7.7,0.047,0.96
24.0,0.9,10.5,0.066,0.24
60.0,0.44,7.7,0.047,0.96
48.0,0.56,6.6,0.059,0.84
48.0,0.49,6.4,0.045,0.67
32.0,0.56,9.5,0.077,0.78
30.0,0.6,9.1,0.07,0.52
35.0,0.6,12.8,0.088,0.84
24.0,0.9,10.5,0.066,0.24
66.0,0.56,7.8,0.074,0.55
24.0,0.65,11.9,0.078,0.37
18.0,0.49,12.3,0.091,0.39
54.0,0.89,10.4,0.076,0.41
18.0,0.49,12.3,0.091,0.39
62.0,0.56,8.0,0.06,0.67
22.0,0.66,11.1,0.066,0.45
54.0,0.89,10.4,0.076,0.41
50.0,0.6,7.0,0.062,0.62
29.0,0.82,12.6,0.072,0.31
27.0,0.68,11.9,0.068,0.4
43.0,0.68,15.6,0.1,0.685
19.0,0.63,10.0,0.077,0.44
27.0,0.84,5.3,0.054,0.57
31.0,0.56,9.5,0.079,0.735
72.0,0.73,12.5,0.081,0.38
16.0,0.72,9.3,0.127,0.48
27.0,0.56,8.6,0.1,0.53
35.0,0.61,11.9,0.095,0.39
35.0,0.61,11.9,0.095,0.39
26.0,1.06,8.4,0.413,0.37
35.0,0.63,6.8,0.084,0.56
22.0,0.74,10.4,0.084,0.33
67.0,0.63,7.0,0.063,0.23
19.0,0.69,11.3,0.086,0.62
22.0,0.58,8.9,0.095,0.59
65.0,0.58,9.2,0.097,0.63
22.0,0.74,10.4,0.084,0.33
47.0,0.57,11.6,0.074,0.58
23.0,0.61,9.2,0.083,0.43
19.0,0.61,8.3,0.087,0.615
25.0,0.61,11.0,0.085,0.26
129.0,0.53,8.1,0.098,0.66
15.0,0.7,11.5,0.084,0.315
26.0,0.91,10.0,0.098,0.29
51.0,0.72,10.3,0.069,0.5
18.0,0.79,8.8,0.065,0.46
21.0,0.62,11.4,0.09,0.36
48.0,0.58,8.7,0.07,0.82
47.0,0.61,13.0,0.093,0.32
52.0,0.71,9.6,0.081,0.54
68.0,0.82,12.5,0.083,0.37
14.0,0.79,9.9,0.062,0.35
24.0,0.89,10.5,0.08,0.28
28.0,0.6,9.6,0.087,0.68
16.0,0.7,9.3,0.091,0.27
20.0,1.06,10.4,0.075,0.24
28.0,0.6,9.6,0.087,0.68
31.0,0.7,9.4,0.077,0.685
23.0,0.66,10.6,0.069,0.28
17.0,0.92,9.4,0.08,0.3
18.0,1.05,10.6,0.152,0.36
18.0,1.06,10.6,0.152,0.36
24.0,0.66,10.6,0.114,0.44
17.0,0.47,10.2,0.054,0.67
17.0,0.47,10.2,0.054,0.67
14.0,0.42,10.2,0.053,0.645
67.0,0.92,11.6,0.081,0.32
26.0,0.75,9.3,0.073,0.39
56.0,0.67,9.3,0.078,0.775
25.0,0.79,9.2,0.055,0.41
27.0,0.9,8.9,0.052,0.4
81.0,0.74,8.7,0.086,0.69
91.0,0.55,6.5,0.051,0.39
16.0,0.65,10.7,0.07,0.35
38.0,0.65,7.8,0.081,0.52
113.0,0.79,7.2,0.09,0.34
16.0,0.65,10.7,0.07,0.35
81.0,0.74,8.7,0.086,0.69
38.0,0.65,7.8,0.081,0.52
76.0,0.85,10.4,0.074,0.44
76.0,0.85,10.4,0.074,0.44
24.0,1.04,10.5,0.078,0.26
22.0,1.05,10.5,0.077,0.24
26.0,0.78,10.2,0.072,0.49
21.0,1.02,10.4,0.075,0.24
13.0,0.71,11.2,0.084,0.67
62.0,0.63,10.0,0.09,0.59
43.0,0.68,13.3,0.084,0.29
43.0,0.61,12.4,0.073,0.42
62.0,0.63,10.0,0.09,0.59
49.0,0.81,10.7,0.125,0.4
15.0,0.66,10.5,0.107,0.51
15.0,0.66,10.5,0.107,0.51
151.0,1.14,8.5,0.122,0.655
14.0,0.74,12.5,0.1,0.6
16.0,0.63,10.4,0.2,0.61
32.0,0.68,10.9,0.088,0.21
106.0,0.78,7.3,0.088,0.365
33.0,0.9,9.8,0.088,0.25
43.0,0.64,7.6,0.088,0.41
133.0,0.99,8.2,0.099,0.39
142.0,0.55,9.3,0.085,0.4
116.0,0.64,9.2,0.086,0.43
53.0,0.67,10.4,0.105,0.64
106.0,0.78,7.3,0.088,0.365
85.0,0.77,7.0,0.097,0.38
55.0,0.75,8.2,0.084,0.42
33.0,0.57,9.9,0.077,0.63
28.0,0.87,9.1,0.078,0.22
42.0,0.61,11.9,0.098,0.38
42.0,0.61,11.9,0.098,0.38
33.0,0.66,10.3,0.072,0.27
32.0,0.56,10.0,0.102,0.48
28.0,0.87,9.1,0.078,0.22
33.0,0.57,9.9,0.077,0.63
13.0,0.77,8.1,0.084,0.825
35.0,0.66,12.9,0.066,0.35
17.0,0.62,11.2,0.1,0.5
47.0,0.67,9.2,0.101,0.59
17.0,0.73,9.5,0.064,0.46
20.0,0.59,9.3,0.07,0.715
53.0,0.72,11.2,0.085,0.66
15.0,0.79,14.3,0.075,0.31
106.0,0.59,9.1,0.094,0.47
28.0,0.78,7.5,0.078,0.55
21.0,0.86,10.6,0.067,0.31
69.0,0.75,12.4,0.079,0.35
25.0,0.61,9.0,0.171,0.53
25.0,0.56,6.8,0.074,0.51
45.0,0.73,9.4,0.092,0.43
44.0,0.74,9.5,0.092,0.46
96.0,0.62,5.0,0.05,1.04
23.0,0.74,15.5,0.095,0.645
23.0,0.74,15.5,0.095,0.645
17.0,0.56,10.9,0.118,0.53
23.0,0.74,15.6,0.095,0.645
17.0,0.56,10.9,0.118,0.53
47.0,0.68,13.0,0.085,0.47
19.0,0.57,12.7,0.075,0.6
121.0,0.58,9.0,0.078,0.44
110.0,0.61,9.0,0.094,0.54
60.0,0.61,7.6,0.092,0.29
47.0,0.68,13.0,0.085,0.47
19.0,0.57,12.7,0.075,0.6
15.0,0.6,8.7,0.226,0.7
15.0,0.6,8.7,0.226,0.7
20.0,0.79,9.8,0.25,0.5
42.0,0.57,6.2,0.095,0.36
37.0,0.91,11.5,0.07,0.35
42.0,0.57,6.2,0.095,0.36
28.0,0.61,10.2,0.075,0.24
47.0,0.56,10.5,0.07,0.59
78.0,0.7,10.6,0.078,0.34
46.0,0.8,12.3,0.079,0.27
14.0,0.52,9.9,0.103,0.5
111.0,0.6,8.8,0.083,0.44
110.0,0.6,8.8,0.085,0.47
40.0,0.51,10.6,0.063,0.31
14.0,0.44,12.3,0.089,0.5
14.0,0.44,12.3,0.089,0.5
15.0,0.43,11.7,0.083,0.49
21.0,0.66,12.0,0.074,0.28
80.0,0.76,11.8,0.093,0.33
38.0,0.66,7.6,0.091,0.51
47.0,1.02,11.1,0.094,0.31
102.0,0.59,7.3,0.108,0.73
50.0,0.74,5.0,0.06,0.42
13.0,0.74,10.2,0.059,0.29
75.0,0.57,9.0,0.084,0.45
149.0,0.5,6.6,0.07,0.39
75.0,0.57,9.0,0.084,0.45
43.0,0.58,9.9,0.094,0.49
38.0,0.53,7.9,0.096,0.72
109.0,0.57,8.9,0.086,0.595
24.0,0.6,12.4,0.059,0.4
18.0,0.63,11.9,0.071,0.58
30.0,0.48,8.5,0.078,0.585
22.0,0.7,12.7,0.082,0.59
23.0,0.47,8.2,0.088,0.915
35.0,0.56,13.2,0.071,0.46
14.0,0.52,7.7,0.081,0.835
35.0,0.56,13.2,0.071,0.46
63.0,0.62,8.3,0.096,0.58
24.0,0.59,8.3,0.085,0.6
20.0,0.79,9.4,0.072,0.41
52.0,0.53,8.8,0.092,0.48
65.0,0.64,10.1,0.11,0.65
39.0,0.52,6.3,0.075,0.36
57.0,0.54,8.8,0.083,0.24
16.0,0.54,13.2,0.081,0.38
29.0,0.6,7.5,0.077,0.64
29.0,0.74,8.2,0.058,0.39
103.0,1.36,9.2,0.148,0.755
71.0,0.57,9.6,0.079,0.6
71.0,0.57,9.6,0.079,0.6
28.0,0.93,11.5,0.079,0.31
17.0,0.7,11.4,0.122,0.46
16.0,0.8,11.3,0.088,0.37
112.0,0.61,8.3,0.076,0.54
104.0,0.62,8.2,0.078,0.56
32.0,0.55,10.0,0.08,0.58
45.0,0.96,7.9,0.077,0.51
58.0,0.72,6.8,0.124,0.69
58.0,0.72,6.8,0.124,0.69
15.0,0.49,8.8,0.098,0.6
15.0,0.49,8.8,0.098,0.6
31.0,0.6,8.7,0.097,0.54
84.0,0.61,7.6,0.111,0.685
31.0,0.6,8.7,0.097,0.54
19.0,0.63,10.4,0.105,0.28
43.0,0.57,7.6,0.087,0.41
86.0,0.64,10.1,0.105,0.935
102.0,0.58,7.9,0.073,0.35
33.0,0.55,8.7,0.065,0.84
147.0,0.53,9.6,0.086,0.88
145.0,0.53,9.5,0.084,0.885
23.0,0.65,7.7,0.143,0.915
57.0,1.36,8.9,0.067,0.29
40.0,0.62,9.9,0.071,0.54
68.0,0.63,9.5,0.071,0.59
40.0,0.62,9.9,0.071,0.54
68.0,0.63,9.5,0.071,0.59
40.0,0.62,9.9,0.071,0.54
11.0,0.69,7.8,0.115,0.64
20.0,0.63,7.3,0.107,0.67
14.0,0.58,8.3,0.07,0.845
28.0,0.67,8.7,0.066,0.48
148.0,0.57,6.7,0.068,0.42
32.0,0.5,10.7,0.106,0.43
155.0,0.67,9.8,0.104,0.88
71.0,0.84,15.9,0.096,0.36
30.0,0.54,9.4,0.079,0.33
29.0,0.46,8.6,0.074,0.47
53.0,0.61,9.7,0.087,0.55
32.0,0.5,10.7,0.106,0.43
42.0,0.68,12.0,0.073,0.5
20.0,0.81,7.2,0.074,0.52
13.0,0.57,7.1,0.096,0.84
20.0,0.81,7.2,0.074,0.52
42.0,0.64,7.5,0.08,0.42
27.0,0.7,7.2,0.076,0.57
13.0,0.79,10.1,0.05,0.28
54.0,0.66,12.1,0.092,0.4
48.0,0.56,9.4,0.084,0.59
16.0,0.6,8.3,0.222,0.49
15.0,0.66,11.3,0.082,0.34
31.0,0.57,10.0,0.059,0.73
15.0,0.66,11.3,0.082,0.34
45.0,0.58,6.9,0.083,0.4
13.0,0.52,8.2,0.074,0.73
151.0,0.53,9.8,0.079,1.24
13.0,0.52,8.2,0.074,0.73
17.0,0.67,10.8,0.084,0.4
31.0,0.65,9.3,0.064,0.41
17.0,0.67,10.8,0.084,0.4
31.0,0.48,8.6,0.084,0.8
87.0,0.53,8.3,0.081,0.78
49.0,0.54,10.8,0.06,0.26
40.0,0.49,13.3,0.07,0.43
29.0,0.49,8.0,0.094,0.45
58.0,0.54,8.5,0.078,0.46
15.0,0.56,8.1,0.059,0.78
152.0,0.48,9.8,0.078,0.98
15.0,0.56,8.1,0.059,0.78
40.0,0.6,7.1,0.07,0.65
38.0,0.59,9.1,0.095,0.64
9.0,0.47,7.7,0.039,0.66
17.0,1.05,8.1,0.157,0.38
14.0,0.54,7.4,0.097,1.185
93.0,0.54,9.2,0.087,0.92
62.0,1.17,8.6,0.422,0.49
122.0,0.62,9.0,0.084,0.48
125.0,0.61,9.0,0.084,0.47
44.0,0.62,5.1,0.034,0.47
25.0,0.67,7.0,0.066,0.65
25.0,0.67,7.0,0.066,0.65
72.0,0.53,9.4,0.087,0.615
19.0,0.62,11.8,0.071,0.38
88.0,0.57,10.6,0.076,1.02
25.0,0.67,7.0,0.066,0.65
23.0,0.67,7.0,0.067,0.64
84.0,0.7,7.5,0.073,0.38
14.0,0.54,9.1,0.078,0.765
54.0,0.49,8.4,0.073,1.035
19.0,0.47,7.0,0.093,0.78
37.0,0.51,7.4,0.077,0.49
35.0,0.61,7.8,0.068,0.545
33.0,0.66,9.7,0.062,0.31
84.0,0.57,10.6,0.08,1.025
112.0,0.61,8.9,0.093,0.565
