total sulfur dioxide,sulphates,fixed acidity,chlorides,volatile acidity,type_encoded
109.0,0.47,7.1,0.038,0.42,1
114.0,0.35,6.7,0.031,0.32,1
141.0,0.49,6.6,0.053,0.26,1
141.0,0.49,6.6,0.053,0.26,1
149.0,0.52,6.2,0.051,0.32,1
158.0,0.48,6.3,0.054,0.25,1
95.0,0.57,6.2,0.051,0.21,1
100.0,0.63,6.4,0.042,0.23,1
90.0,0.49,4.7,0.042,0.145,1
78.0,0.47,6.2,0.039,0.2,1
83.0,0.65,7.0,0.039,0.28,1
140.0,0.63,7.1,0.271,0.36,1
125.0,0.45,5.7,0.049,0.25,1
110.0,0.58,5.7,0.036,0.22,1
104.0,0.52,6.0,0.034,0.2,1
180.0,0.5,6.4,0.05,0.32,1
180.0,0.5,6.4,0.05,0.32,1
126.0,0.46,6.0,0.053,0.555,1
122.0,0.35,5.9,0.12,0.22,1
180.0,0.5,6.4,0.05,0.32,1
155.0,0.37,6.2,0.037,0.3,1
108.0,0.58,5.8,0.058,0.28,1
126.0,0.46,5.8,0.053,0.555,1
74.0,0.65,6.7,0.033,0.31,1
68.0,0.4,6.4,0.05,0.15,1
87.0,0.52,6.4,0.045,0.13,1
122.0,0.4,6.7,0.03,0.48,1
122.0,0.4,6.7,0.03,0.48,1
116.0,0.44,5.8,0.033,0.3,1
95.0,0.7,6.1,0.038,0.28,1
50.0,0.66,6.0,0.032,0.19,1
165.0,0.55,6.8,0.043,0.31,1
84.0,0.39,7.5,0.046,0.24,1
194.0,0.64,6.8,0.053,0.23,1
84.0,0.39,7.5,0.046,0.24,1
150.0,0.4,6.3,0.212,0.29,1
106.0,0.54,6.8,0.052,0.2,1
103.0,0.45,5.2,0.053,0.38,1
175.0,0.55,7.8,0.053,0.27,1
182.0,0.54,6.6,0.055,0.54,1
156.0,0.51,7.1,0.05,0.25,1
104.0,0.72,5.8,0.041,0.61,1
138.0,0.42,6.5,0.051,0.32,1
162.0,0.52,6.4,0.051,0.28,1
100.0,0.69,6.6,0.044,0.19,1
73.0,0.51,5.1,0.036,0.305,1
129.0,0.38,5.8,0.034,0.26,1
100.0,0.55,6.7,0.061,0.23,1
147.0,0.56,6.8,0.047,0.33,1
110.0,0.4,6.1,0.034,0.27,1
110.0,0.4,6.1,0.034,0.27,1
97.0,0.42,6.8,0.044,0.4,1
259.0,0.5,6.1,0.051,0.4,1
118.0,0.59,7.1,0.039,0.28,1
70.0,0.48,6.2,0.036,0.32,1
82.0,0.38,6.8,0.049,0.17,1
40.0,0.36,9.0,0.049,0.2,1
183.0,0.42,5.8,0.058,0.13,1
230.0,0.46,5.8,0.052,0.31,1
191.0,0.51,6.3,0.048,0.36,1
40.0,0.36,9.0,0.049,0.2,1
149.0,0.37,6.7,0.048,0.18,1
137.0,0.38,6.6,0.049,0.16,1
183.0,0.42,5.8,0.058,0.13,1
206.0,0.38,5.8,0.058,0.27,1
82.0,0.38,6.8,0.049,0.17,1
101.0,0.38,6.4,0.068,0.37,1
164.5,0.45,7.3,0.047,0.26,1
162.5,0.45,7.3,0.049,0.28,1
162.5,0.45,7.3,0.049,0.28,1
121.0,0.33,5.8,0.056,0.12,1
124.0,0.35,6.1,0.049,0.25,1
105.0,0.3,6.4,0.04,0.24,1
156.0,0.45,7.3,0.047,0.26,1
152.0,0.45,7.3,0.049,0.28,1
94.0,0.52,8.3,0.049,0.18,1
134.0,0.39,7.1,0.032,0.09,1
60.0,0.35,8.3,0.026,0.14,1
105.0,0.58,5.8,0.026,0.28,1
111.0,0.37,6.0,0.025,0.23,1
76.0,0.54,6.9,0.037,0.28,1
76.0,0.54,6.9,0.037,0.28,1
105.0,0.58,5.8,0.026,0.28,1
101.0,0.31,6.3,0.021,0.25,1
95.0,0.61,6.5,0.033,0.2,1
47.0,0.35,5.9,0.022,0.29,1
183.0,0.6,6.4,0.047,0.46,1
76.0,0.54,6.9,0.037,0.28,1
101.0,0.46,6.8,0.047,0.23,1
113.0,0.47,7.0,0.048,0.23,1
104.0,0.73,6.4,0.027,0.55,1
105.0,0.58,5.7,0.026,0.28,1
111.0,0.37,6.0,0.025,0.23,1
97.0,0.44,6.8,0.094,0.45,1
138.0,0.72,6.1,0.028,0.2,1
210.0,0.59,6.1,0.042,0.37,1
130.0,0.59,5.9,0.033,0.21,1
110.0,0.54,6.9,0.04,0.22,1
107.0,0.54,5.4,0.022,0.27,1
72.0,0.48,6.0,0.035,0.26,1
131.0,0.42,5.6,0.028,0.18,1
119.0,0.34,5.6,0.03,0.26,1
113.0,0.48,7.0,0.036,0.23,1
159.0,0.55,5.8,0.039,0.28,1
171.0,0.49,8.6,0.03,0.36,1
159.0,0.55,5.8,0.039,0.28,1
135.0,0.44,6.4,0.055,0.3,1
126.0,0.55,6.2,0.05,0.2,1
83.0,0.4,5.8,0.029,0.29,1
101.0,0.38,5.7,0.027,0.22,1
97.0,0.46,5.6,0.024,0.22,1
99.0,0.4,6.8,0.026,0.32,1
102.0,0.56,6.2,0.03,0.2,1
133.0,0.59,6.1,0.034,0.35,1
56.0,0.38,5.9,0.036,0.3,1
96.0,0.49,6.3,0.05,0.15,1
98.0,0.64,4.8,0.042,0.13,1
125.0,0.69,6.0,0.045,0.2,1
112.0,0.66,5.7,0.047,0.2,1
138.0,0.43,6.0,0.038,0.27,1
146.0,1.01,6.3,0.048,0.37,1
150.0,0.49,6.4,0.05,0.23,1
110.0,0.54,5.9,0.042,0.34,1
158.0,0.64,5.0,0.03,0.33,1
132.0,0.36,5.4,0.029,0.29,1
108.0,0.36,8.0,0.035,0.33,1
137.0,0.58,6.4,0.05,0.3,1
132.0,0.36,5.4,0.029,0.29,1
168.0,0.49,6.4,0.041,0.33,1
251.0,0.55,7.0,0.042,0.33,1
165.0,0.46,6.7,0.036,0.45,1
113.0,0.56,6.5,0.053,0.36,1
129.0,0.47,5.8,0.035,0.42,1
124.0,0.42,7.1,0.037,0.39,1
114.0,0.59,6.7,0.069,0.53,1
75.0,0.5,6.7,0.033,0.66,1
113.0,0.56,6.5,0.053,0.36,1
75.0,0.39,6.5,0.027,0.16,1
116.0,0.47,8.3,0.043,0.22,1
116.0,0.54,6.9,0.03,0.23,1
139.0,0.43,6.4,0.044,0.17,1
124.0,0.4,5.0,0.032,0.33,1
146.0,0.37,6.8,0.037,0.38,1
93.0,0.59,6.5,0.036,0.29,1
112.0,0.58,6.9,0.04,0.29,1
177.0,0.39,6.6,0.033,0.28,1
73.0,0.69,6.2,0.032,0.36,1
50.0,0.4,6.0,0.032,0.615,1
73.0,0.48,5.9,0.03,0.44,1
77.0,0.48,5.9,0.034,0.42,1
146.0,0.49,5.8,0.041,0.34,1
145.0,0.48,5.8,0.04,0.27,1
166.0,0.49,7.1,0.094,0.33,1
132.0,0.47,6.1,0.032,0.44,1
99.0,0.62,7.3,0.039,0.28,1
129.0,0.77,5.2,0.036,0.5,1
132.0,0.47,6.1,0.032,0.44,1
196.0,0.48,6.4,0.06,0.62,1
119.0,0.42,6.4,0.038,0.38,1
95.0,0.52,7.5,0.047,0.305,1
131.0,0.55,6.5,0.036,0.5,1
125.0,0.73,6.6,0.038,0.4,1
91.0,0.52,6.4,0.032,0.4,1
158.0,0.48,8.3,0.034,0.49,1
199.0,0.49,6.3,0.034,0.3,1
99.0,0.5,6.1,0.041,0.19,1
99.0,0.5,6.1,0.041,0.19,1
73.0,0.45,5.6,0.041,0.24,1
127.0,0.53,5.7,0.041,0.25,1
102.0,0.58,6.6,0.041,0.21,1
199.0,0.49,6.3,0.034,0.3,1
188.0,0.64,6.2,0.043,0.28,1
136.0,0.59,5.8,0.038,0.29,1
120.0,0.49,5.8,0.033,0.345,1
177.0,0.57,6.5,0.048,0.51,1
118.0,0.64,6.0,0.036,0.24,1
177.0,0.57,6.5,0.048,0.51,1
195.0,0.54,6.9,0.049,0.54,1
118.0,0.64,6.0,0.036,0.24,1
126.0,0.63,6.6,0.035,0.26,1
98.0,0.43,5.7,0.03,0.24,1
197.0,0.5,6.5,0.043,0.21,1
122.0,0.47,6.8,0.035,0.29,1
158.0,0.32,5.0,0.034,0.24,1
88.0,0.55,5.9,0.037,0.18,1
101.0,0.48,5.8,0.042,0.26,1
240.0,0.57,6.7,0.117,0.61,1
84.0,0.44,5.7,0.042,0.695,1
84.0,0.44,5.6,0.042,0.695,1
113.0,0.58,5.7,0.033,0.39,1
210.0,0.5,6.1,0.051,0.38,1
73.0,0.47,6.3,0.035,0.36,1
149.0,0.59,6.0,0.048,0.29,1
149.0,0.59,6.0,0.048,0.29,1
149.0,0.59,6.0,0.048,0.29,1
149.0,0.59,6.0,0.048,0.29,1
132.0,0.47,7.1,0.036,0.43,1
85.0,0.48,6.6,0.04,0.25,1
79.0,0.63,6.6,0.027,0.33,1
150.0,0.47,8.0,0.048,0.23,1
111.0,0.41,7.3,0.028,0.17,1
111.0,0.58,6.0,0.036,0.17,1
114.0,0.58,6.1,0.034,0.16,1
111.0,0.41,7.3,0.028,0.17,1
221.0,0.44,6.4,0.057,0.31,1
114.0,0.58,6.1,0.034,0.16,1
111.0,0.58,6.0,0.036,0.17,1
117.0,0.44,5.9,0.049,0.44,1
137.0,0.54,6.6,0.035,0.285,1
168.0,0.46,4.9,0.036,0.335,1
168.0,0.46,4.9,0.036,0.335,1
104.0,0.51,6.0,0.028,0.28,1
151.0,0.58,5.8,0.034,0.35,1
140.0,0.62,5.7,0.04,0.21,1
128.0,0.52,6.5,0.045,0.25,1
104.0,0.51,6.0,0.028,0.28,1
137.0,0.54,6.6,0.035,0.285,1
168.0,0.46,4.7,0.036,0.335,1
133.0,0.39,6.8,0.058,0.63,1
49.0,0.33,5.6,0.025,0.27,1
66.0,0.31,6.8,0.027,0.32,1
120.0,0.37,6.5,0.041,0.33,1
184.0,0.44,6.0,0.036,0.24,1
114.0,0.49,7.2,0.062,0.26,1
133.0,0.39,6.8,0.058,0.63,1
156.0,0.36,6.7,0.035,0.16,1
156.0,0.36,6.7,0.035,0.16,1
156.0,0.36,6.7,0.035,0.16,1
156.0,0.36,6.7,0.035,0.16,1
167.0,0.52,6.9,0.043,0.19,1
173.0,0.54,6.0,0.053,0.36,1
156.0,0.36,6.7,0.035,0.16,1
167.0,0.52,6.9,0.043,0.19,1
113.0,0.65,6.7,0.032,0.35,1
84.0,0.96,6.1,0.03,0.15,1
113.0,0.65,6.7,0.032,0.35,1
121.0,0.46,7.0,0.173,0.27,1
168.0,0.56,6.8,0.041,0.3,1
168.0,0.56,6.8,0.041,0.3,1
144.0,0.38,6.4,0.044,0.69,1
144.0,0.38,6.4,0.044,0.69,1
83.0,0.42,5.9,0.037,0.12,1
202.0,0.51,6.3,0.053,0.36,1
111.0,0.37,5.7,0.053,0.27,1
111.0,0.3,6.1,0.031,0.22,1
115.0,0.38,5.6,0.051,0.205,1
109.0,0.57,7.2,0.034,0.33,1
142.0,0.5,5.9,0.033,0.21,1
108.0,0.43,5.4,0.03,0.33,1
115.0,0.38,5.4,0.051,0.205,1
111.0,0.37,5.7,0.053,0.27,1
98.0,0.47,6.4,0.04,0.28,1
111.0,0.3,6.1,0.031,0.22,1
81.0,0.31,6.7,0.034,0.15,1
69.0,0.59,5.5,0.033,0.315,1
130.0,0.4,4.8,0.074,0.225,1
134.0,0.48,5.2,0.043,0.24,1
81.0,0.31,6.7,0.034,0.15,1
93.0,0.56,6.6,0.044,0.27,1
98.0,0.52,6.1,0.036,0.32,1
132.0,0.5,6.0,0.053,0.25,1
180.0,0.46,6.4,0.05,0.42,1
98.0,0.52,6.1,0.036,0.32,1
116.0,0.65,6.9,0.038,0.31,1
96.0,0.74,6.3,0.035,0.48,1
132.0,0.5,6.0,0.053,0.25,1
122.0,0.4,7.2,0.035,0.21,1
65.0,0.47,6.8,0.05,0.32,1
106.0,0.49,7.9,0.048,0.3,1
140.0,0.46,5.3,0.031,0.31,1
140.0,0.46,5.3,0.031,0.31,1
123.0,0.44,5.2,0.03,0.185,1
68.0,0.44,5.5,0.026,0.16,1
61.0,0.54,6.0,0.042,0.17,1
61.0,0.54,6.0,0.042,0.16,1
134.0,0.26,6.1,0.031,0.24,1
118.0,0.66,5.5,0.029,0.3,1
68.0,0.44,5.5,0.026,0.16,1
189.0,0.49,6.0,0.05,0.32,1
137.0,0.46,6.1,0.034,0.27,1
133.0,0.46,6.0,0.035,0.27,1
148.0,0.44,6.0,0.032,0.14,1
101.0,0.57,5.0,0.043,0.24,1
440.0,0.64,6.1,0.047,0.26,1
132.0,0.46,6.3,0.043,0.23,1
93.0,0.49,5.6,0.029,0.26,1
184.0,0.61,6.1,0.05,0.34,1
182.0,0.62,6.2,0.051,0.35,1
148.0,0.44,6.0,0.032,0.14,1
185.0,0.62,7.3,0.033,0.36,1
78.0,0.64,5.1,0.035,0.25,1
100.0,0.77,5.5,0.032,0.16,1
106.0,0.5,6.4,0.043,0.19,1
92.0,0.48,6.6,0.027,0.29,1
111.0,0.47,6.0,0.035,0.38,1
111.0,0.47,6.0,0.035,0.38,1
140.0,0.53,6.5,0.04,0.2,1
128.0,0.37,6.6,0.052,0.17,1
128.0,0.37,6.6,0.052,0.17,1
116.0,0.38,6.2,0.035,0.15,1
78.0,0.42,5.9,0.037,0.48,1
130.0,0.58,5.3,0.031,0.4,1
116.0,0.41,5.9,0.046,0.26,1
96.0,0.48,5.2,0.038,0.3,1
138.0,0.5,6.4,0.055,0.32,1
181.0,0.42,6.6,0.052,0.19,1
160.0,0.5,6.8,0.047,0.27,1
160.0,0.5,6.8,0.047,0.27,1
160.0,0.5,6.8,0.047,0.27,1
160.0,0.5,6.8,0.047,0.27,1
223.0,0.51,6.4,0.057,0.28,1
61.0,0.37,5.2,0.048,0.21,1
132.0,0.46,7.1,0.045,0.24,1
124.0,0.47,5.0,0.076,0.27,1
130.0,0.45,5.8,0.076,0.27,1
102.0,0.56,5.9,0.034,0.27,1
106.0,0.4,5.8,0.031,0.315,1
95.0,0.4,6.0,0.037,0.59,1
138.0,0.48,5.8,0.042,0.3,1
142.0,0.48,5.6,0.043,0.3,1
127.0,0.53,6.7,0.045,0.3,1
127.0,0.53,6.7,0.045,0.3,1
161.0,0.59,6.4,0.045,0.31,1
76.0,0.36,6.9,0.038,0.25,1
127.0,0.36,4.4,0.03,0.32,1
118.0,0.36,3.9,0.03,0.225,1
161.0,0.59,6.4,0.045,0.31,1
118.0,0.39,5.5,0.037,0.62,1
128.0,0.38,6.2,0.036,0.3,1
127.0,0.53,6.7,0.045,0.3,1
134.0,0.92,4.7,0.036,0.785,1
159.0,0.5,6.0,0.175,0.31,1
159.0,0.49,6.0,0.174,0.32,1
140.0,0.55,6.4,0.035,0.105,1
140.0,0.55,6.4,0.035,0.105,1
93.0,0.5,5.7,0.043,0.33,1
115.0,0.43,5.9,0.042,0.32,1
111.0,0.42,6.2,0.047,0.26,1
126.0,0.45,6.0,0.039,0.2,1
140.0,0.55,6.4,0.035,0.105,1
125.0,0.33,5.8,0.037,0.28,1
111.0,0.53,6.4,0.038,0.31,1
65.0,0.35,6.0,0.033,0.35,1
99.0,0.41,5.1,0.034,0.26,1
131.0,0.62,6.6,0.051,0.28,1
104.0,0.57,6.0,0.039,0.17,1
100.0,0.5,7.3,0.053,0.35,1
150.0,0.62,6.0,0.053,0.26,1
147.0,0.52,5.4,0.054,0.375,1
71.0,0.62,7.0,0.075,0.17,1
113.0,0.43,5.1,0.027,0.26,1
178.0,0.45,5.8,0.127,0.36,1
113.0,0.67,5.7,0.026,0.4,1
120.0,0.94,6.2,0.041,0.76,1
136.0,0.43,6.1,0.032,0.41,1
122.0,0.63,5.8,0.031,0.385,1
82.0,0.95,6.0,0.021,0.27,1
113.0,0.67,5.7,0.026,0.4,1
178.0,0.45,5.8,0.127,0.36,1
131.0,0.45,7.0,0.043,0.24,1
165.0,0.45,6.8,0.036,0.23,1
130.0,0.46,6.5,0.054,0.28,1
140.0,0.47,6.4,0.042,0.23,1
134.0,0.57,6.0,0.046,0.34,1
134.0,0.57,6.0,0.046,0.34,1
86.0,0.76,6.7,0.036,0.22,1
140.0,0.47,6.4,0.042,0.23,1
90.0,0.43,6.0,0.032,0.32,1
140.0,0.35,5.8,0.062,0.29,1
140.0,0.43,5.8,0.058,0.38,1
141.0,0.36,5.9,0.057,0.32,1
97.0,0.58,5.6,0.031,0.33,1
95.0,0.56,5.9,0.033,0.37,1
102.0,0.56,5.6,0.035,0.295,1
92.0,0.49,6.7,0.096,0.5,1
216.0,0.42,6.5,0.031,0.28,1
114.0,0.51,5.3,0.038,0.275,1
44.0,0.4,5.2,0.038,0.405,1
128.0,0.35,6.8,0.029,0.34,1
175.0,0.62,5.7,0.05,0.22,1
92.0,0.36,6.2,0.043,0.28,1
182.0,0.4,5.6,0.046,0.34,1
180.0,0.34,4.8,0.044,0.29,1
93.0,0.6,6.6,0.136,0.38,1
150.0,0.46,5.1,0.048,0.3,1
97.0,0.4,4.4,0.038,0.54,1
161.0,0.56,7.0,0.048,0.36,1
164.0,0.48,6.4,0.055,0.33,1
161.0,0.56,7.0,0.048,0.36,1
164.0,0.48,6.4,0.055,0.33,1
113.0,0.73,6.2,0.044,0.23,1
77.0,0.62,5.2,0.047,0.25,1
79.0,0.59,6.2,0.041,0.35,1
172.0,0.46,7.1,0.058,0.23,1
172.0,0.46,7.1,0.058,0.23,1
116.0,0.42,7.5,0.043,0.38,1
177.0,0.45,6.4,0.055,0.35,1
118.0,0.37,6.0,0.045,0.43,1
119.0,0.38,6.0,0.046,0.52,1
102.0,0.56,5.5,0.027,0.31,1
86.0,0.47,5.9,0.052,0.22,1
92.0,0.5,6.2,0.036,0.36,1
148.0,0.47,6.0,0.066,0.41,1
95.0,0.46,6.2,0.046,0.355,1
112.0,0.55,5.7,0.048,0.41,1
60.0,0.38,5.3,0.031,0.6,1
124.0,0.64,5.8,0.046,0.23,1
81.0,0.51,6.6,0.032,0.24,1
132.0,0.36,6.1,0.021,0.32,1
98.0,0.55,5.0,0.015,0.2,1
179.0,0.6,6.0,0.032,0.42,1
122.0,0.52,5.7,0.03,0.21,1
125.0,0.49,5.6,0.048,0.2,1
97.0,0.41,7.4,0.035,0.22,1
117.0,0.59,6.2,0.038,0.38,1
82.0,0.36,5.9,0.032,0.54,1
81.0,0.35,6.2,0.035,0.53,1
170.0,0.5,6.6,0.046,0.34,1
170.0,0.5,6.6,0.046,0.34,1
118.0,0.5,5.0,0.03,0.235,1
156.0,0.38,5.5,0.037,0.32,1
148.0,0.35,4.9,0.035,0.47,1
174.0,0.5,6.5,0.048,0.33,1
170.0,0.5,6.6,0.046,0.34,1
121.0,1.08,6.2,0.028,0.21,1
56.0,0.79,6.2,0.023,0.41,1
127.0,0.54,6.8,0.052,0.22,1
118.0,0.5,4.9,0.03,0.235,1
100.0,0.44,6.1,0.036,0.34,1
121.0,0.46,5.7,0.038,0.21,1
92.0,0.5,6.2,0.039,0.21,1
168.0,0.46,6.6,0.047,0.32,1
110.0,0.38,5.5,0.022,0.29,1
98.0,0.32,6.0,0.02,0.21,1
34.0,0.56,7.4,0.076,0.7,0
67.0,0.68,7.8,0.098,0.88,0
54.0,0.65,7.8,0.092,0.76,0
60.0,0.58,11.2,0.075,0.28,0
34.0,0.56,7.4,0.076,0.7,0
40.0,0.56,7.4,0.075,0.66,0
59.0,0.46,7.9,0.069,0.6,0
21.0,0.47,7.3,0.065,0.65,0
18.0,0.57,7.8,0.073,0.58,0
102.0,0.8,7.5,0.071,0.5,0
65.0,0.54,6.7,0.097,0.58,0
102.0,0.8,7.5,0.071,0.5,0
59.0,0.52,5.6,0.089,0.615,0
29.0,1.56,7.8,0.114,0.61,0
145.0,0.88,8.9,0.176,0.62,0
148.0,0.93,8.9,0.17,0.62,0
103.0,0.75,8.5,0.092,0.28,0
56.0,1.28,8.1,0.368,0.56,0
29.0,0.5,7.4,0.086,0.59,0
56.0,1.08,7.9,0.341,0.32,0
60.0,0.53,8.9,0.077,0.22,0
71.0,0.65,7.6,0.082,0.39,0
37.0,0.91,7.9,0.106,0.43,0
67.0,0.53,8.5,0.084,0.49,0
40.0,0.63,6.9,0.085,0.4,0
23.0,0.56,6.3,0.08,0.39,0
11.0,0.59,7.6,0.08,0.41,0
37.0,0.91,7.9,0.106,0.43,0
35.0,0.55,7.1,0.08,0.71,0
16.0,0.59,7.8,0.082,0.645,0
82.0,0.54,6.7,0.089,0.675,0
37.0,0.57,6.9,0.105,0.685,0
113.0,0.66,8.3,0.083,0.655,0
83.0,0.52,6.9,0.073,0.605,0
50.0,0.55,5.2,0.103,0.32,0
18.0,0.55,7.8,0.086,0.645,0
15.0,0.6,7.8,0.086,0.6,0
30.0,0.73,8.1,0.066,0.38,0
19.0,0.48,5.7,0.172,1.13,0
87.0,0.83,7.3,0.074,0.45,0
87.0,0.83,7.3,0.074,0.45,0
46.0,0.51,8.8,0.088,0.61,0
14.0,0.9,7.5,0.332,0.49,0
23.0,1.2,8.1,0.069,0.66,0
11.0,0.52,6.8,0.05,0.67,0
65.0,0.56,4.6,0.054,0.52,0
114.0,0.73,7.7,0.114,0.935,0
37.0,0.58,8.7,0.113,0.29,0
12.0,0.56,6.4,0.066,0.4,0
96.0,0.58,5.6,0.074,0.31,0
23.0,0.74,8.8,0.074,0.66,0
15.0,0.63,6.6,0.069,0.52,0
14.0,0.64,6.6,0.068,0.5,0
119.0,0.56,8.6,0.081,0.38,0
73.0,0.63,7.6,0.11,0.51,0
45.0,0.53,7.7,0.084,0.62,0
10.0,0.63,10.2,0.07,0.42,0
110.0,0.77,7.5,0.111,0.63,0
54.0,0.59,7.8,0.076,0.59,0
46.0,0.54,7.3,0.074,0.39,0
52.0,0.64,8.8,0.079,0.4,0
112.0,0.71,7.7,0.115,0.69,0
35.0,0.62,7.5,0.085,0.52,0
54.0,0.57,7.0,0.081,0.735,0
11.0,0.39,7.2,0.086,0.725,0
11.0,0.39,7.2,0.086,0.725,0
39.0,0.58,7.5,0.079,0.52,0
15.0,0.58,6.6,0.076,0.705,0
65.0,0.79,9.3,0.074,0.32,0
19.0,0.95,8.0,0.074,0.705,0
27.0,0.54,7.7,0.076,0.63,0
96.0,0.48,7.7,0.088,0.67,0
94.0,0.48,7.7,0.084,0.69,0
43.0,0.53,8.3,0.084,0.675,0
83.0,0.82,9.7,0.094,0.32,0
42.0,0.66,8.8,0.093,0.41,0
42.0,0.66,8.8,0.093,0.41,0
30.0,0.55,6.8,0.104,0.785,0
80.0,0.52,6.7,0.086,0.75,0
119.0,1.12,8.3,0.08,0.625,0
15.0,0.56,6.2,0.069,0.45,0
67.0,1.28,7.8,0.464,0.43,0
73.0,0.57,7.4,0.086,0.5,0
51.0,1.14,7.3,0.401,0.67,0
61.0,0.78,6.3,0.069,0.3,0
40.0,0.59,6.9,0.076,0.55,0
136.0,1.95,8.6,0.11,0.49,0
31.0,0.64,7.7,0.062,0.49,0
125.0,1.22,9.3,0.107,0.39,0
24.0,0.53,7.0,0.076,0.62,0
140.0,0.54,7.9,0.079,0.52,0
136.0,1.95,8.6,0.11,0.49,0
133.0,1.98,8.6,0.11,0.49,0
31.0,0.64,7.7,0.062,0.49,0
85.0,0.48,5.0,0.045,1.02,0
106.0,0.6,4.7,0.058,0.6,0
23.0,0.56,6.8,0.102,0.775,0
22.0,0.63,7.0,0.07,0.5,0
10.0,0.56,7.6,0.079,0.9,0
35.0,0.59,8.1,0.08,0.545,0
50.0,0.61,8.3,0.084,0.61,0
22.0,0.56,7.8,0.075,0.5,0
35.0,0.59,8.1,0.08,0.545,0
65.0,0.51,8.1,0.077,0.575,0
36.0,0.48,7.2,0.07,0.49,0
65.0,0.51,8.1,0.077,0.575,0
69.0,1.31,7.8,0.467,0.41,0
64.0,0.79,6.2,0.088,0.63,0
80.0,0.8,8.0,0.091,0.33,0
153.0,0.69,8.1,0.122,0.785,0
47.0,0.93,7.8,0.104,0.56,0
108.0,0.66,8.4,0.084,0.62,0
111.0,0.66,8.4,0.085,0.6,0
46.0,0.67,10.1,0.08,0.31,0
47.0,0.93,7.8,0.104,0.56,0
62.0,0.63,9.4,0.09,0.4,0
40.0,0.61,8.3,0.077,0.54,0
28.0,0.5,7.8,0.082,0.56,0
56.0,0.6,8.8,0.119,0.55,0
89.0,0.54,7.0,0.097,0.69,0
89.0,0.57,7.3,0.178,1.07,0
56.0,0.6,8.8,0.119,0.55,0
13.0,0.52,7.3,0.075,0.695,0
34.0,0.53,8.0,0.08,0.71,0
102.0,0.48,7.8,0.082,0.5,0
90.0,0.7,9.0,0.146,0.62,0
12.0,0.49,8.2,0.081,1.33,0
12.0,0.48,8.1,0.082,1.33,0
16.0,0.92,8.0,0.065,0.59,0
19.0,0.57,6.1,0.072,0.38,0
134.0,0.66,8.0,0.118,0.745,0
99.0,0.63,5.6,0.049,0.5,0
99.0,0.63,5.6,0.049,0.5,0
26.0,0.58,6.6,0.06,0.5,0
29.0,0.55,7.9,0.084,1.04,0
63.0,0.82,8.4,0.09,0.745,0
52.0,0.77,8.3,0.089,0.715,0
45.0,0.64,7.2,0.081,0.415,0
105.0,0.54,7.8,0.081,0.56,0
108.0,0.54,7.8,0.081,0.56,0
63.0,0.82,8.4,0.09,0.745,0
52.0,0.77,8.3,0.089,0.715,0
63.0,0.79,5.2,0.05,0.34,0
20.0,0.58,6.3,0.066,0.39,0
63.0,0.79,5.2,0.05,0.34,0
141.0,0.62,8.1,0.117,0.67,0
94.0,0.52,5.8,0.087,0.68,0
88.0,0.8,7.6,0.236,0.49,0
30.0,0.58,6.9,0.074,0.49,0
43.0,0.61,8.2,0.089,0.4,0
11.0,0.53,7.3,0.077,0.33,0
69.0,2.0,9.2,0.61,0.52,0
99.0,0.54,7.5,0.095,0.6,0
99.0,0.54,7.5,0.095,0.6,0
129.0,0.72,7.1,0.07,0.43,0
128.0,0.71,7.1,0.071,0.43,0
129.0,0.72,7.1,0.07,0.43,0
128.0,0.71,7.1,0.071,0.43,0
22.0,0.5,7.1,0.073,0.68,0
86.0,0.57,6.8,0.079,0.6,0
20.0,0.56,7.6,0.09,0.95,0
20.0,1.08,7.6,0.072,0.68,0
31.0,0.56,7.8,0.076,0.53,0
121.0,0.49,7.4,0.07,0.6,0
121.0,0.49,7.3,0.07,0.59,0
96.0,0.62,7.8,0.1,0.63,0
101.0,0.52,6.8,0.085,0.64,0
42.0,0.48,7.3,0.072,0.55,0
44.0,0.55,6.8,0.089,0.63,0
63.0,1.59,7.5,0.36,0.705,0
8.0,0.33,7.9,0.058,0.885,0
18.0,0.61,8.0,0.073,0.42,0
18.0,0.61,8.0,0.073,0.42,0
42.0,0.57,7.4,0.068,0.62,0
35.0,0.47,7.3,0.08,0.38,0
49.0,0.78,6.9,0.085,0.5,0
35.0,0.47,7.3,0.08,0.38,0
38.0,0.61,7.5,0.087,0.52,0
20.0,0.56,7.0,0.068,0.805,0
42.0,0.59,8.8,0.067,0.61,0
42.0,0.59,8.8,0.067,0.61,0
110.0,1.02,8.9,0.27,0.61,0
42.0,0.52,7.2,0.076,0.73,0
65.0,0.58,6.8,0.077,0.61,0
62.0,0.58,6.7,0.079,0.62,0
85.0,0.53,8.9,0.111,0.31,0
67.0,0.55,7.4,0.082,0.39,0
26.0,0.49,7.7,0.084,0.705,0
143.0,0.55,7.9,0.084,0.5,0
144.0,0.55,7.9,0.082,0.49,0
127.0,0.62,8.2,0.077,0.5,0
49.0,0.62,6.4,0.074,0.37,0
126.0,0.61,6.8,0.099,0.63,0
28.0,0.55,7.6,0.071,0.55,0
28.0,0.55,7.6,0.071,0.55,0
120.0,0.54,7.8,0.074,0.59,0
55.0,0.59,7.3,0.074,0.58,0
27.0,0.97,11.5,0.067,0.3,0
93.0,0.85,5.4,0.046,0.835,0
31.0,0.43,6.9,0.061,1.09,0
